C20_0	0.0571191
C20_1	0.119389
C20_2	0.301432
C6_0	0.0608712
C6_1	0.126
C6_2	0.301227
C3_0	0.0599706
C3_1	0.125913
C3_2	0.303296
C2_0	0.0610379
C2_1	0.12569
C2_2	0.301452
C4_0	0.0608434
C4_1	0.127216
C4_2	0.304108
C15_0	0.0618365
C15_1	0.130041
C15_2	0.311355
C12_0	0.0635107
C12_1	0.130153
C12_2	0.307947
C5_0	0.0645801
C5_1	0.132861
C5_2	0.314142
C11_0	0.0649456
C11_1	0.133083
C11_2	0.309766
C10_0	0.0636583
C10_1	0.134039
C10_2	0.316633
C13_0	0.0648842
C13_1	0.132872
C13_2	0.316472
C8_0	0.0621693
C8_1	0.130304
C8_2	0.312875
C18_0	0.0617342
C18_1	0.13017
C18_2	0.313978
C9_0	0.0621735
C9_1	0.130254
C9_2	0.312742
C16_0	0.0676506
C16_1	0.143262
C16_2	0.346723
C17_0	0.0647234
C17_1	0.133262
C17_2	0.316116
C7_0	0.0635737
C7_1	0.130628
C7_2	0.31029
C14_0	0.058596
C14_1	0.123063
C14_2	0.300106
C0_0	0.0610215
C0_1	0.126203
C0_2	0.30259
C1_0	0.0605211
C1_1	0.126514
C1_2	0.302835
