Gene	Col1
Sobic.001G001300	0.0188734
Sobic.001G002100	0.0318989
Sobic.001G003200	0.0111826
Sobic.001G003900	0.0416676
Sobic.001G005200	0.00924949
Sobic.001G005500	0.020867
Sobic.001G005700	0.0115432
Sobic.001G006500	0.0221974
Sobic.001G006600	0.0136463
Sobic.001G007700	0.0200459
Sobic.001G007800	0.0204629
Sobic.001G008400	0.0240434
Sobic.001G008900	0.0252648
Sobic.001G009200	0.0422352
Sobic.001G009400	0.0149103
Sobic.001G009500	0.0522954
Sobic.001G010100	0.0116568
Sobic.001G010200	0.0518908
Sobic.001G011700	0.0455393
Sobic.001G012600	0.0279453
Sobic.001G013600	0.0420835
Sobic.001G013900	0.0201256
Sobic.001G014000	0.00491277
Sobic.001G015100	0.0205629
Sobic.001G015200	0.0374677
Sobic.001G015700	0.0141202
Sobic.001G016800	0.0106983
Sobic.001G018000	0.0206994
Sobic.001G021900	0.0240587
Sobic.001G023200	0.0280327
Sobic.001G025500	0.00769994
Sobic.001G026000	0.0282221
Sobic.001G027700	0.0230244
Sobic.001G028000	0.0211531
Sobic.001G028200	0.0367956
Sobic.001G028800	0.00675033
Sobic.001G028900	0.0259144
Sobic.001G029100	0.00931649
Sobic.001G029300	0
Sobic.001G029800	0.00893338
Sobic.001G029900	0.0179919
Sobic.001G030200	0.0136018
Sobic.001G031300	0.0246477
Sobic.001G031400	0.0198724
Sobic.001G031500	0.0184679
Sobic.001G033900	0.0214951
Sobic.001G034100	0.0199016
Sobic.001G037900	0.0237721
Sobic.001G038450	0.00231096
Sobic.001G038500	0.0103833
Sobic.001G040200	0.0126662
Sobic.001G041500	0.0195985
Sobic.001G042700	0.00267759
Sobic.001G044800	0
Sobic.001G045000	0.0240184
Sobic.001G045600	0.0102011
Sobic.001G046100	0.020898
Sobic.001G046700	0
Sobic.001G047700	0.0276193
Sobic.001G048000	0.00894044
Sobic.001G048400	0.00509026
Sobic.001G049200	0.00821354
Sobic.001G050800	0.024636
Sobic.001G050900	0.0278467
Sobic.001G051800	0.0409952
Sobic.001G052600	0.0329062
Sobic.001G053000	0.0292806
Sobic.001G053500	0.00817999
Sobic.001G055700	0.00417986
Sobic.001G056100	0.0571388
Sobic.001G056500	0.00265019
Sobic.001G058500	0.0306417
Sobic.001G061900	0.0113578
Sobic.001G062400	0.0327662
Sobic.001G065200	0.0263057
Sobic.001G065300	0.0369063
Sobic.001G065500	0.0345668
Sobic.001G065600	0.00645958
Sobic.001G066600	0
Sobic.001G067200	0.0167085
Sobic.001G067500	0.00806133
Sobic.001G067700	0.0247991
Sobic.001G067850	0.0120978
Sobic.001G068132	0.00318124
Sobic.001G070900	0.0172331
Sobic.001G071100	0.00794029
Sobic.001G071700	0.00823995
Sobic.001G071900	0.0232885
Sobic.001G072200	0.0184038
Sobic.001G072300	0.00562522
Sobic.001G073300	0.0087161
Sobic.001G074200	0.0248969
Sobic.001G075700	0.0148941
Sobic.001G076200	0.00728356
Sobic.001G076800	0.0177964
Sobic.001G076900	0.0102862
Sobic.001G077500	0.0202443
Sobic.001G077800	0.0215084
Sobic.001G078600	0.00886227
Sobic.001G080100	0.00793773
Sobic.001G081400	0.0403085
Sobic.001G082600	0.0281979
Sobic.001G082900	0.00556682
Sobic.001G084300	0.0149512
Sobic.001G086400	0
Sobic.001G087700	0.0523473
Sobic.001G088000	0.00975667
Sobic.001G090200	0
Sobic.001G090600	0.0343378
Sobic.001G091500	0.0297235
Sobic.001G092300	0.0175493
Sobic.001G092600	0.0101906
Sobic.001G093600	0.00397067
Sobic.001G094200	0.0058901
Sobic.001G094900	0.0446263
Sobic.001G096200	0.01128
Sobic.001G096866	0.00293914
Sobic.001G096900	0.00894345
Sobic.001G098000	0.0488541
Sobic.001G098301	0.0372623
Sobic.001G098800	0.00512237
Sobic.001G098900	0.0235524
Sobic.001G100000	0.00368776
Sobic.001G101900	0.00961931
Sobic.001G102400	0.00352385
