Gene	Col1
Sobic.001G001300	0.0137129
Sobic.001G002100	0.0291813
Sobic.001G003200	0.0215634
Sobic.001G005200	0.00996127
Sobic.001G005500	0.0342543
Sobic.001G005700	0.0078679
Sobic.001G006300	0.0144301
Sobic.001G006500	0.0387391
Sobic.001G006600	0
Sobic.001G007700	0.035022
Sobic.001G007800	0.0452884
Sobic.001G008400	0.0421801
Sobic.001G008900	0
Sobic.001G009200	0.0216225
Sobic.001G009400	0
Sobic.001G009500	0.00589914
Sobic.001G010100	0.0203384
Sobic.001G010200	0.0407576
Sobic.001G011400	0.0128125
Sobic.001G011700	0.039021
Sobic.001G012600	0.0182313
Sobic.001G013600	0.00675169
Sobic.001G013800	0.0395848
Sobic.001G013900	0.0212331
Sobic.001G014000	0
Sobic.001G015100	0.0451912
Sobic.001G015200	0.0300179
Sobic.001G015700	0.0234029
Sobic.001G016800	0.0342099
Sobic.001G018000	0.00436986
Sobic.001G021900	0.0112047
Sobic.001G023200	0.0142754
Sobic.001G025500	0
Sobic.001G026000	0.0120241
Sobic.001G026700	0.0199352
Sobic.001G027700	0.045259
Sobic.001G028000	0.0441028
Sobic.001G028200	0.00434522
Sobic.001G028800	0
Sobic.001G028900	0.0260871
Sobic.001G029100	0.0196805
Sobic.001G029300	0
Sobic.001G029800	0.00524837
Sobic.001G029900	0.0144086
Sobic.001G030200	0.0165162
Sobic.001G031300	0.0174436
Sobic.001G031400	0.0121065
Sobic.001G031500	0.0106089
Sobic.001G037900	0.0314285
Sobic.001G038450	0
Sobic.001G038500	0
Sobic.001G040200	0.0324869
Sobic.001G041500	0.00583131
Sobic.001G042700	0
Sobic.001G044800	0.00576543
Sobic.001G045600	0.00612262
Sobic.001G046700	0.00675169
Sobic.001G047700	0.0227631
Sobic.001G048000	0
Sobic.001G048400	0.00690453
Sobic.001G049200	0.0164015
Sobic.001G050800	0.00517207
Sobic.001G050900	0.00560541
Sobic.001G052200	0.0171905
Sobic.001G052600	0.0321545
Sobic.001G053000	0.0431642
Sobic.001G053500	0.0042293
Sobic.001G055700	0
Sobic.001G056100	0.0154755
Sobic.001G056500	0
Sobic.001G057400	0.0124904
Sobic.001G058500	0.0470167
Sobic.001G061900	0.0056483
