Gene	Col1
Sobic.001G001300	0.0372428
Sobic.001G002100	0.0471902
Sobic.001G003900	0.0391219
Sobic.001G005500	0.0382192
Sobic.001G005700	0.0112421
Sobic.001G006300	0.00601965
Sobic.001G006500	0.011483
Sobic.001G007700	0.0232424
Sobic.001G007800	0.0222776
Sobic.001G008400	0.0101795
Sobic.001G009200	0.0509317
Sobic.001G009400	0.0139138
Sobic.001G009500	0.0126062
Sobic.001G011400	0.0213359
Sobic.001G011700	0.0262837
Sobic.001G013600	0.029601
Sobic.001G013900	0.0351984
Sobic.001G014000	0.00114948
Sobic.001G015100	0.0135764
Sobic.001G015700	0.0270398
Sobic.001G016800	0.0135943
Sobic.001G023200	0.0462648
Sobic.001G025500	0.0108781
Sobic.001G026700	0.00418312
Sobic.001G027700	0.020278
Sobic.001G028000	0.00352774
Sobic.001G028200	0.0200309
Sobic.001G028900	0.0259842
Sobic.001G029300	0.02454
Sobic.001G029800	0.0173279
Sobic.001G029900	0.0217899
Sobic.001G030200	0.0338003
Sobic.001G031300	0.0438545
Sobic.001G031400	0.0351938
Sobic.001G031500	0.0242602
Sobic.001G033900	0.0120248
Sobic.001G034100	0.0086977
Sobic.001G038450	0.0229167
Sobic.001G040200	0.0291816
Sobic.001G041500	0.0223895
Sobic.001G042700	0.0111125
Sobic.001G044800	0.00923167
Sobic.001G046100	0.0173638
Sobic.001G046700	0.0137358
Sobic.001G047700	0.0420425
Sobic.001G049200	0.0449219
Sobic.001G050800	0.0148538
Sobic.001G051800	0.00443787
Sobic.001G052200	0.0388536
Sobic.001G052600	0.0382072
Sobic.001G053000	0.0261072
Sobic.001G053500	0.0259656
Sobic.001G055700	0.00185018
Sobic.001G056500	0.0544964
Sobic.001G057400	0.022987
Sobic.001G058500	0.0428263
Sobic.001G061900	0.0293697
Sobic.001G062400	0.0253062
Sobic.001G062700	0.0230304
Sobic.001G065200	0.0332999
Sobic.001G065300	0.03539
Sobic.001G065500	0.0358134
Sobic.001G066600	0.0338538
Sobic.001G067500	0.019885
Sobic.001G067700	0.035215
Sobic.001G067850	0.0455467
Sobic.001G070900	0.00917496
Sobic.001G071100	0.00959001
Sobic.001G071700	0.0418971
Sobic.001G071900	0.0226642
Sobic.001G072200	0.0343347
Sobic.001G072300	0.0210074
Sobic.001G074200	0.0165802
Sobic.001G075700	0.0019944
Sobic.001G076900	0.00302041
Sobic.001G077500	0.0171652
Sobic.001G078600	0.00913485
Sobic.001G080100	0.00208815
Sobic.001G081400	0.0169238
Sobic.001G082600	0.0134118
Sobic.001G084300	0.036894
Sobic.001G086400	0.004056
Sobic.001G087700	0.0452436
Sobic.001G088000	0.00577333
Sobic.001G090600	0.0460055
Sobic.001G091500	0.0249979
Sobic.001G092300	0.0167727
Sobic.001G093600	0.0334729
Sobic.001G094200	0.0456928
Sobic.001G094400	0.00427095
Sobic.001G094900	0.0404609
Sobic.001G096200	0.037988
Sobic.001G096866	0.0181688
Sobic.001G096900	0.000953918
Sobic.001G098000	0.0218916
Sobic.001G098301	0.04289
Sobic.001G098900	0.0121492
Sobic.001G101900	0.0286447
Sobic.001G102400	0.0186633
Sobic.001G103400	0.0154778
Sobic.001G104100	0.0102797
Sobic.001G104700	0.0484254
Sobic.001G104900	0.0279579
Sobic.001G105800	0.00929898
Sobic.001G107550	0.0213803
Sobic.001G112200	0.00586273
Sobic.001G112500	0.0173881
Sobic.001G112800	0.0196445
Sobic.001G113900	0.0111898
Sobic.001G114650	0.0228676
Sobic.001G114700	0.0247302
Sobic.001G116400	0.00951199
Sobic.001G116900	0.015999
Sobic.001G118700	0.0266135
Sobic.001G119000	0.00527518
Sobic.001G119100	0.00656452
Sobic.001G121700	0.0128585
Sobic.001G122100	0.0129602
Sobic.001G124600	0.0191156
Sobic.001G125400	0.0342347
Sobic.001G125600	0.0319538
Sobic.001G125800	0.0199606
Sobic.001G126800	0.00666074
Sobic.001G130700	0.019799
Sobic.001G130900	0.0144221
Sobic.001G131300	0.0229973
Sobic.001G131500	0.0238976
Sobic.001G132800	0
Sobic.001G133900	0.0189268
Sobic.001G134600	0.0197173
Sobic.001G134700	0.0242419
Sobic.001G135600	0.0102507
Sobic.001G136850	0.00480979
Sobic.001G137800	0.00187783
Sobic.001G138000	0.0379759
Sobic.001G138100	0.0419846
Sobic.001G138900	0.0376767
Sobic.001G139001	0.0296107
Sobic.001G139100	0.0049251
Sobic.001G140000	0.00701131
Sobic.001G143000	0.0325267
Sobic.001G143400	0.0312735
Sobic.001G145050	0.0184563
Sobic.001G147000	0.0188001
Sobic.001G149901	0.0167067
Sobic.001G151000	0.0135504
Sobic.001G151200	0.00213107
Sobic.001G151500	0.0417596
Sobic.001G151700	0.0347674
Sobic.001G152360	0.0372361
Sobic.001G153500	0.0080189
Sobic.001G155200	0.00871713
Sobic.001G155500	0.0383548
Sobic.001G156500	0.00216874
Sobic.001G157500	0.0328329
Sobic.001G157800	0.0190788
Sobic.001G157900	0.0255834
Sobic.001G158000	0.0452163
Sobic.001G158700	0.0256532
Sobic.001G161000	0.0303167
Sobic.001G163500	0.0404796
Sobic.001G163900	0.0265034
Sobic.001G164800	0.00386262
Sobic.001G165100	0.00227205
Sobic.001G166300	0.033108
Sobic.001G166401	0.0222097
Sobic.001G167000	0.0249786
Sobic.001G167701	0.00312268
Sobic.001G167800	0.0342487
Sobic.001G169200	0.0368898
Sobic.001G170700	0.0321727
Sobic.001G170800	0.0245535
Sobic.001G170900	0.00765681
Sobic.001G171100	0.0112544
Sobic.001G171200	0.0287964
Sobic.001G171500	0.0204025
Sobic.001G171600	0.0182585
Sobic.001G171850	0.0433785
Sobic.001G171900	0.00984986
Sobic.001G173600	0.00801092
Sobic.001G174100	0.0185912
Sobic.001G175500	0.014873
Sobic.001G175800	0.0357404
Sobic.001G176800	0.0249394
Sobic.001G176900	0.0276266
Sobic.001G177900	0.0157724
Sobic.001G178700	0.0306484
Sobic.001G179560	0.0184587
Sobic.001G180500	0.024936
Sobic.001G180800	0.0136325
Sobic.001G180900	0.0403815
Sobic.001G181100	0.0265118
Sobic.001G181200	0.0182527
Sobic.001G182800	0.052461
Sobic.001G183500	0.00447227
Sobic.001G183600	0.00637631
Sobic.001G185800	0.0322085
Sobic.001G186401	0.0100164
Sobic.001G187700	0.0387543
Sobic.001G192200	0.0225343
Sobic.001G192600	0.011547
Sobic.001G193900	0.0280843
Sobic.001G195866	0.0225093
Sobic.001G197600	0.0341011
Sobic.001G197800	0.0288762
Sobic.001G197901	0.0381958
Sobic.001G199200	0.00758704
Sobic.001G200500	0.0100195
Sobic.001G201100	0.0357471
Sobic.001G203700	0
Sobic.001G204200	0.0423258
Sobic.001G204601	0.0236686
Sobic.001G205000	0.0321974
Sobic.001G205500	0.0107578
Sobic.001G206300	0.00370963
Sobic.001G207600	0.0011806
Sobic.001G208133	0.01359
Sobic.001G208300	0.0451776
Sobic.001G208600	0.00110787
Sobic.001G211800	0.0414326
Sobic.001G212100	0.001995
Sobic.001G212200	0.0236411
Sobic.001G212900	0.034186
Sobic.001G215400	0.0222928
Sobic.001G217500	0.00548898
Sobic.001G219200	0.0265766
Sobic.001G221900	0.00463225
Sobic.001G223200	0.00674316
Sobic.001G225300	0.00352901
Sobic.001G225900	0.0215344
Sobic.001G226200	0.0232329
Sobic.001G228701	0.0174687
Sobic.001G230700	0.0594097
Sobic.001G230801	0.0224816
Sobic.001G233300	0.0219242
Sobic.001G234300	0.0241433
Sobic.001G239000	0.00182692
Sobic.001G239100	0.0390716
Sobic.001G240400	0.00583876
Sobic.001G242400	0.0364804
Sobic.001G242900	0.0119614
Sobic.001G245400	0.0290612
Sobic.001G247700	0.0165107
Sobic.001G248600	0.0248674
Sobic.001G248700	0.0142715
Sobic.001G250200	0.00552964
Sobic.001G251900	0.0239172
Sobic.001G252300	0.0266852
Sobic.001G254300	0.0320717
Sobic.001G254800	0.0467208
Sobic.001G255600	0.00874881
Sobic.001G255932	0.0205431
Sobic.001G256300	0.0150344
Sobic.001G257100	0.0233606
Sobic.001G257700	0.0287883
Sobic.001G258000	0.0161077
Sobic.001G260600	0.00442753
Sobic.001G261408	0.00768716
Sobic.001G261476	0.0429393
Sobic.001G261750	0.0217398
Sobic.001G264100	0.0280994
Sobic.001G264300	0.0281468
Sobic.001G265300	0.00424653
Sobic.001G265400	0.0259134
Sobic.001G265500	0.0220112
Sobic.001G265800	0.00408239
Sobic.001G266400	0.0389612
Sobic.001G267100	0.0111662
Sobic.001G267500	0.0282557
Sobic.001G271600	0.00491066
Sobic.001G274400	0.000849829
Sobic.001G275500	0.00309987
Sobic.001G276300	0.0368995
Sobic.001G276600	0.0564555
Sobic.001G277300	0.0241778
Sobic.001G279200	0.0228133
Sobic.001G281800	0.0479846
Sobic.001G282400	0
Sobic.001G282800	0.0146624
Sobic.001G283300	0.0296153
Sobic.001G284475	0.0220962
Sobic.001G284500	0.0381535
Sobic.001G286000	0.0344085
Sobic.001G286600	0.0323811
Sobic.001G286700	0.00913327
Sobic.001G287101	0.0264741
Sobic.001G287301	0.0257064
Sobic.001G288800	0.027426
Sobic.001G289200	0.00652098
Sobic.001G290766	0.0326522
Sobic.001G290832	0.0307476
Sobic.001G291200	0.00292343
Sobic.001G294100	0.0396474
Sobic.001G294400	0.037138
Sobic.001G295000	0.0167565
Sobic.001G295100	0.0158384
Sobic.001G295500	0.0357843
Sobic.001G295800	0.00531144
Sobic.001G296000	0.00836451
Sobic.001G296700	0.0266757
Sobic.001G296800	0.0291718
Sobic.001G297000	0.0254831
Sobic.001G297200	0.0284646
Sobic.001G297600	0.0235716
Sobic.001G298400	0.0354085
Sobic.001G298800	0.00539996
