Gene	Col1
Sobic.001G001300	0.0061973
Sobic.001G002100	0.0243291
Sobic.001G003200	0.118735
Sobic.001G003900	0.0116013
Sobic.001G005200	0.0220057
Sobic.001G005500	0.0365178
Sobic.001G005700	0.0069203
Sobic.001G006300	0.00936571
Sobic.001G006500	0.0391851
Sobic.001G006600	0.0371289
Sobic.001G007700	0.0373528
Sobic.001G007800	0.0213125
Sobic.001G008400	0.0259543
Sobic.001G008900	0.0191699
Sobic.001G009200	0.0228101
Sobic.001G009400	0.00546537
Sobic.001G009500	0.00829585
Sobic.001G010100	0.0575382
Sobic.001G010200	0.042465
Sobic.001G011400	0.0135743
Sobic.001G011700	0.055691
Sobic.001G012600	0.0374945
Sobic.001G013600	0.0515295
Sobic.001G013800	0.0961464
Sobic.001G013900	0.0385819
Sobic.001G014000	0
Sobic.001G015100	0.00928389
Sobic.001G015200	0.0348642
Sobic.001G015700	0.0318576
Sobic.001G016800	0
Sobic.001G018000	0.0189692
Sobic.001G021900	0.0703322
Sobic.001G023200	0.058234
Sobic.001G025500	0.0229034
Sobic.001G026000	0.0432548
Sobic.001G026700	0.0129208
Sobic.001G027700	0.0236134
Sobic.001G028000	0.0370396
Sobic.001G028200	0.0198081
Sobic.001G028800	0.0111087
Sobic.001G028900	0.0107742
Sobic.001G029100	0.02321
Sobic.001G029300	0.0027434
Sobic.001G029800	0.224739
Sobic.001G029900	0.0305113
Sobic.001G030200	0.0301178
Sobic.001G031300	0.0389714
Sobic.001G031400	0.0486228
Sobic.001G031500	0.0534491
Sobic.001G033900	0.0313331
Sobic.001G034100	0.0218635
Sobic.001G037900	0.0287479
Sobic.001G038450	0
Sobic.001G038500	0
Sobic.001G040200	0.0130875
Sobic.001G041500	0.0383463
Sobic.001G042700	0.0323922
Sobic.001G044800	0.00710357
Sobic.001G045000	0.0217501
Sobic.001G045600	0
Sobic.001G046100	0.0449501
Sobic.001G046700	0.00218272
Sobic.001G047700	0.0445131
Sobic.001G048000	0.00748105
Sobic.001G048400	0.0116099
Sobic.001G049200	0.0223213
Sobic.001G050800	0.219418
Sobic.001G050900	0.0414164
Sobic.001G051800	0.00774386
Sobic.001G052200	0.0656392
Sobic.001G052600	0.0280359
Sobic.001G053000	0.0218866
Sobic.001G053500	0.0247181
Sobic.001G055700	0
Sobic.001G056100	0.0816045
Sobic.001G056500	0.00292381
Sobic.001G057400	0.0177596
Sobic.001G058500	0.0540712
Sobic.001G061900	0.0411802
Sobic.001G062400	0.0298531
Sobic.001G062700	0.0118328
Sobic.001G065200	0.0469949
Sobic.001G065300	0.010387
Sobic.001G065500	0.0185432
Sobic.001G065600	0.010748
Sobic.001G066600	0.00682348
Sobic.001G067200	0.018045
Sobic.001G067500	0.0149014
Sobic.001G067700	0.00944437
Sobic.001G067850	0.0214767
Sobic.001G068132	0.0256761
Sobic.001G070900	0.0680838
Sobic.001G071100	0.0135159
Sobic.001G071700	0.0205739
Sobic.001G071900	0.0193743
Sobic.001G072200	0.0240649
Sobic.001G072300	0.0304927
Sobic.001G073300	0.0203319
Sobic.001G074200	0.0356316
Sobic.001G075700	0.0333105
Sobic.001G076200	0.0431683
Sobic.001G076800	0.0216017
Sobic.001G076900	0.00257992
Sobic.001G077500	0.0206144
Sobic.001G077800	0.0183461
Sobic.001G078600	0.0128181
Sobic.001G080100	0
Sobic.001G081400	0.0325836
Sobic.001G082600	0.0116162
Sobic.001G082900	0.032922
Sobic.001G084300	0.0133682
Sobic.001G086400	0.00937663
Sobic.001G087700	0.0167365
Sobic.001G088000	0.0216623
Sobic.001G090200	0.0027864
Sobic.001G090600	0.0227064
Sobic.001G091500	0.0656658
Sobic.001G092300	0.0393902
Sobic.001G092600	0.0127175
Sobic.001G093600	0.0168096
Sobic.001G094200	0.00923143
Sobic.001G094400	0.00476111
Sobic.001G094900	0.0240286
Sobic.001G096200	0.00372769
Sobic.001G096866	0.00257992
Sobic.001G096900	0
Sobic.001G098000	0.0843555
Sobic.001G098301	0.049298
Sobic.001G098800	0.0275
Sobic.001G098900	0.239545
Sobic.001G100000	0.0277208
Sobic.001G101900	0.0125575
Sobic.001G102400	0.00828241
Sobic.001G103400	0.0311715
Sobic.001G103800	0.00457072
Sobic.001G104100	0.0172442
Sobic.001G104700	0.0535313
Sobic.001G104900	0.00399487
Sobic.001G105800	0
Sobic.001G106600	0.0629975
Sobic.001G107550	0.0108887
Sobic.001G112200	0.0110319
Sobic.001G112500	0.0166858
Sobic.001G112800	0.0427312
Sobic.001G113900	0.164763
Sobic.001G114650	0
Sobic.001G114700	0
Sobic.001G115800	0.0312722
Sobic.001G116400	0.0264566
Sobic.001G116900	0.167168
Sobic.001G118100	0.0842458
Sobic.001G118400	0.0214152
Sobic.001G118700	0.0192499
Sobic.001G119000	0.00446019
Sobic.001G119100	0.00510777
Sobic.001G120000	0.0487527
Sobic.001G121700	0.0101802
Sobic.001G122100	0.0216444
Sobic.001G124500	0.00483746
Sobic.001G124600	0.0114266
Sobic.001G125100	0.0110922
Sobic.001G125300	0.0539119
Sobic.001G125400	0.0165292
Sobic.001G125600	0.0163397
Sobic.001G125800	0.0126571
Sobic.001G126300	0.0407542
Sobic.001G126500	0.0329715
Sobic.001G126800	0
Sobic.001G128600	0.0391891
Sobic.001G129300	0.0291608
Sobic.001G130700	0.0239484
Sobic.001G130900	0.0100819
Sobic.001G131001	0.0164783
Sobic.001G131300	0.0320365
Sobic.001G131500	0.0169879
Sobic.001G132800	0.00471725
Sobic.001G133900	0.00769554
Sobic.001G134600	0.0246364
Sobic.001G134700	0.0150493
Sobic.001G135600	0.0214348
Sobic.001G136850	0
Sobic.001G137600	0.0027671
Sobic.001G137800	0
Sobic.001G138000	0.017739
Sobic.001G138100	0.0309173
Sobic.001G138800	0.0343713
Sobic.001G138900	0.0279166
Sobic.001G139001	0.0223131
Sobic.001G139100	0
Sobic.001G140000	0.00322177
Sobic.001G140800	0.076377
Sobic.001G143000	0.0176425
Sobic.001G143400	0.0121051
Sobic.001G145050	0.0183903
Sobic.001G147000	0.026632
Sobic.001G148200	0.070159
Sobic.001G149901	0.028448
Sobic.001G151000	0.015919
Sobic.001G151200	0.0831707
Sobic.001G151500	0.0472813
Sobic.001G151700	0.0544107
Sobic.001G152360	0.0204636
Sobic.001G153500	0.321017
Sobic.001G155200	0.0164839
Sobic.001G155500	0.00429505
Sobic.001G156500	0
Sobic.001G157500	0.0153932
Sobic.001G157800	0.019831
Sobic.001G157900	0
Sobic.001G158000	0.0168747
Sobic.001G158700	0.00697069
Sobic.001G161000	0.0427149
Sobic.001G161200	0.0262219
Sobic.001G161500	0.0389888
Sobic.001G163500	0.00394985
Sobic.001G163900	0.0126528
Sobic.001G164500	0.0567035
Sobic.001G164800	0.007147
Sobic.001G165100	0
Sobic.001G166300	0.0396708
Sobic.001G166401	0.00380344
Sobic.001G166700	0.0082745
Sobic.001G167000	0.0156574
Sobic.001G167100	0.022248
Sobic.001G167701	0.0170479
Sobic.001G167800	0.0333587
Sobic.001G169200	0.0547468
Sobic.001G170700	0.0110321
Sobic.001G170800	0.19503
Sobic.001G170900	0.0131979
Sobic.001G171100	0.0253857
Sobic.001G171200	0.0235088
Sobic.001G171500	0.05136
Sobic.001G171600	0.00367525
Sobic.001G171850	0.0192502
Sobic.001G171900	0.0032802
Sobic.001G172400	0.0577267
Sobic.001G173600	0
Sobic.001G174100	0.00678055
Sobic.001G174700	0.0227469
Sobic.001G175500	0.00651967
Sobic.001G175600	0.0414121
Sobic.001G175700	0.0408961
Sobic.001G175800	0.0106233
Sobic.001G176800	0.00488518
Sobic.001G176900	0.0471463
Sobic.001G177900	0.0831917
Sobic.001G178250	0.00243529
Sobic.001G178700	0.0421214
Sobic.001G179100	0.0320251
Sobic.001G179560	0
Sobic.001G180500	0.0172565
Sobic.001G180800	0.00371705
Sobic.001G180900	0
Sobic.001G181100	0.0200125
Sobic.001G181200	0.00698755
Sobic.001G181300	0.0194427
Sobic.001G182800	0.00936986
Sobic.001G182850	0.0280028
Sobic.001G183000	0.0509372
Sobic.001G183500	0
Sobic.001G183600	0
Sobic.001G184800	0.0154865
Sobic.001G185800	0.00257622
Sobic.001G186200	0.0528875
Sobic.001G186401	0.0237048
Sobic.001G186600	0.00915745
Sobic.001G187700	0.0367119
Sobic.001G192200	0.0245915
Sobic.001G192600	0.0625184
Sobic.001G193600	0.063157
Sobic.001G193900	0.0179687
Sobic.001G195866	0.0423687
Sobic.001G196600	0.0127296
Sobic.001G197600	0.0276801
Sobic.001G197800	0.0188932
Sobic.001G197901	0.0568744
Sobic.001G198000	0.020381
Sobic.001G199200	0.0170705
Sobic.001G200500	0.00294073
Sobic.001G201100	0.0521764
Sobic.001G202000	0.0217996
Sobic.001G203000	0.0666664
Sobic.001G203700	0
Sobic.001G203800	0.0181917
Sobic.001G204200	0.0247059
Sobic.001G204601	0.00265623
Sobic.001G205000	0.102489
Sobic.001G205500	0.023033
Sobic.001G206300	0.0050818
Sobic.001G207600	0
Sobic.001G207800	0.0152072
Sobic.001G208133	0.00480789
Sobic.001G208200	0.0044702
Sobic.001G208300	0.0416018
Sobic.001G208600	0.00211688
Sobic.001G211800	0.0126193
Sobic.001G212100	0.00402816
Sobic.001G212200	0.0128331
Sobic.001G212900	0.0117536
Sobic.001G215300	0.0317136
Sobic.001G215400	0.046868
Sobic.001G217500	0.0247464
Sobic.001G219200	0.0383758
Sobic.001G221300	0.00773841
Sobic.001G221900	0.00794993
Sobic.001G222700	0.0148915
Sobic.001G223200	0.00534424
Sobic.001G225300	0
Sobic.001G225900	0.00664805
Sobic.001G226200	0.0140055
Sobic.001G226300	0.076543
Sobic.001G228701	0.0364882
Sobic.001G229850	0.0297723
Sobic.001G230700	0.0204788
Sobic.001G230801	0.0337984
Sobic.001G233300	0.0246862
Sobic.001G233400	0.0514996
Sobic.001G234300	0.0217619
Sobic.001G239000	0
Sobic.001G239100	0.0329328
Sobic.001G240400	0
Sobic.001G242400	0.0127197
Sobic.001G242900	0.0047671
Sobic.001G243300	0.00808237
Sobic.001G245400	0.00356851
Sobic.001G247700	0.0312597
Sobic.001G248600	0.0219711
Sobic.001G248700	0.00771027
Sobic.001G249900	0.0285614
Sobic.001G250000	0.0442155
Sobic.001G250200	0.0180559
Sobic.001G251900	0.0205754
Sobic.001G252300	0.0340375
Sobic.001G253800	0.0169287
Sobic.001G253900	0.0545929
Sobic.001G254300	0.0397973
Sobic.001G254800	0.0168979
Sobic.001G255600	0.00380157
Sobic.001G255932	0.0153859
Sobic.001G256300	0.00838149
Sobic.001G257100	0.0286629
Sobic.001G257700	0.0282424
Sobic.001G258000	0.0297525
Sobic.001G260600	0
Sobic.001G260701	0.00729617
Sobic.001G261408	0.00501703
Sobic.001G261476	0.0190553
Sobic.001G261750	0.00231222
Sobic.001G262500	0.0157239
Sobic.001G264100	0.0142294
Sobic.001G264300	0.0298812
Sobic.001G265300	0
Sobic.001G265400	0.0504346
Sobic.001G265500	0.034268
Sobic.001G265800	0.0173655
Sobic.001G266400	0.0680097
Sobic.001G267100	0.0553024
Sobic.001G267500	0.0251519
Sobic.001G268700	0.0109384
Sobic.001G269000	0.00748922
Sobic.001G270500	0.0269957
Sobic.001G271600	0
Sobic.001G273500	0.0432975
Sobic.001G274400	0.0031433
Sobic.001G275500	0
Sobic.001G276300	0
Sobic.001G276600	0.0149865
Sobic.001G277000	0.0455916
Sobic.001G277300	0.00273405
Sobic.001G279200	0.0270554
Sobic.001G281800	0.0137049
Sobic.001G282400	0
Sobic.001G282800	0.0200662
Sobic.001G283300	0.0120872
Sobic.001G284400	0.0995663
Sobic.001G284475	0.0216224
Sobic.001G284500	0.0241219
Sobic.001G285400	0.0260569
Sobic.001G286000	0.00477139
Sobic.001G286600	0.0279599
Sobic.001G286700	0.00850481
Sobic.001G287101	0.0526636
Sobic.001G287301	0.0138113
Sobic.001G288800	0.0424028
Sobic.001G289200	0
Sobic.001G289500	0.0285214
Sobic.001G290766	0.059658
Sobic.001G290832	0.0182922
Sobic.001G291200	0.00461553
Sobic.001G294100	0.0461232
Sobic.001G294400	0.0325641
Sobic.001G295000	0.047881
Sobic.001G295100	0.0522419
Sobic.001G295500	0.0547093
Sobic.001G295800	0.0119159
Sobic.001G296000	0.0107296
Sobic.001G296700	0.03944
Sobic.001G296800	0.0281255
Sobic.001G297000	0.0147129
Sobic.001G297200	0.0462259
Sobic.001G297600	0
Sobic.001G298400	0
Sobic.001G298800	0.0213389
Sobic.001G302666	0.0027684
Sobic.001G302800	0.0356405
Sobic.001G303000	0.0594095
Sobic.001G304100	0.00378114
Sobic.001G304600	0.0117309
Sobic.001G305100	0.0036455
Sobic.001G305700	0.0198044
Sobic.001G309300	0.00768125
Sobic.001G309600	0.00395813
Sobic.001G309732	0.00317564
Sobic.001G310000	0.0141172
Sobic.001G310300	0
Sobic.001G310700	0.00386363
Sobic.001G311000	0.064706
Sobic.001G311833	0.034734
Sobic.001G312600	0.0955632
Sobic.001G313900	0.022123
Sobic.001G314200	0.0315216
Sobic.001G314300	0
Sobic.001G316300	0.0608114
Sobic.001G316400	0.0265518
Sobic.001G316500	0
Sobic.001G316800	0.00410951
Sobic.001G317600	0
Sobic.001G318100	0.0428463
Sobic.001G320700	0.0519783
Sobic.001G321000	0.0441129
Sobic.001G321800	0.0285016
Sobic.001G322100	0
Sobic.001G322200	0.0164793
Sobic.001G322400	0.0247896
Sobic.001G323101	0.00214975
Sobic.001G323200	0.0518624
Sobic.001G323900	0.0167665
Sobic.001G324100	0
Sobic.001G324700	0.0148181
Sobic.001G327100	0.0198627
Sobic.001G327400	0.0136838
Sobic.001G328800	0
Sobic.001G329400	0.034977
Sobic.001G329600	0.00783155
Sobic.001G329701	0.0278877
Sobic.001G331800	0.026079
Sobic.001G333000	0.0167984
Sobic.001G334600	0.0136452
Sobic.001G335100	0.0491455
Sobic.001G335700	0.0210617
Sobic.001G335800	0.0174583
Sobic.001G336600	0.020616
Sobic.001G337400	0.00855884
Sobic.001G337600	0.02966
Sobic.001G338100	0.00310974
