Gene	Col1
Sobic.001G001300	0.00727948
Sobic.001G002100	0.0125723
Sobic.001G003200	0.0193915
Sobic.001G003900	0.0306472
Sobic.001G005200	0.0178215
Sobic.001G005500	0.0356683
Sobic.001G005700	0.00739659
Sobic.001G006300	0.00416683
Sobic.001G006500	0.0181595
Sobic.001G006600	0.00790226
Sobic.001G007700	0.0246636
Sobic.001G007800	0.0426862
Sobic.001G008400	0.0135255
Sobic.001G008900	0.040919
Sobic.001G009400	0.0171256
Sobic.001G009500	0.0161638
Sobic.001G011400	0.0148501
Sobic.001G011700	0.0250875
Sobic.001G013800	0.0106281
Sobic.001G013900	0.018953
Sobic.001G015100	0.0255866
Sobic.001G015200	0.0211568
Sobic.001G016800	0.0121308
Sobic.001G018000	0.0156
Sobic.001G021900	0.0337975
Sobic.001G025500	0.0118937
Sobic.001G026700	0.0366177
Sobic.001G027700	0.0130379
Sobic.001G028000	0.0355891
Sobic.001G028800	0.0147275
Sobic.001G028900	0.0164337
Sobic.001G029100	0.0325146
Sobic.001G029300	0.00354185
Sobic.001G029800	0.0351223
Sobic.001G029900	0.0286333
Sobic.001G030200	0.0411058
Sobic.001G031300	0.0407037
Sobic.001G031400	0.0159205
Sobic.001G031500	0.0231656
Sobic.001G033900	0.0190867
Sobic.001G034100	0.00419908
Sobic.001G037900	0.0346471
Sobic.001G040200	0
Sobic.001G042700	0.0205174
Sobic.001G044800	0.00287458
Sobic.001G045000	0.030823
Sobic.001G045600	0.012187
Sobic.001G046100	0.0385749
Sobic.001G046700	0.0203631
Sobic.001G047700	0.0364468
Sobic.001G048000	0.00392219
Sobic.001G048400	0.0028956
Sobic.001G049200	0.0203138
Sobic.001G050800	0.0339948
Sobic.001G050900	0.0139023
Sobic.001G051800	0.00758903
Sobic.001G052200	0.029596
Sobic.001G053000	0.0152702
Sobic.001G053500	0.019723
Sobic.001G055700	0.0339664
Sobic.001G056100	0.0175323
Sobic.001G056500	0.0194525
Sobic.001G057400	0.0197198
Sobic.001G058500	0.0082612
Sobic.001G061900	0.0381312
Sobic.001G062400	0.0212387
Sobic.001G062700	0.0210677
Sobic.001G065200	0.0327138
